,level_0,level_1,m/z,time,Intens.,SN,Quality Fac.,Res.,Area,Rel. Intens.,FWHM,Chi^2,Bk. Peak,name,hep/hhep,SAA/IS_SAA,hep avg,hep std,SAA avg,SAA std
32,2-3_0_A5_1,0,1521.773409066519,22211.897048062554,1826.0,1.244715323359352,,370.0767186107927,1530.702838044844,0.14267854352242537,4.112048482214734,,0.0,2_3,0.17682623109906423,0.09425326476867725,0.17719006588695002,0.0005145400914859222,0.09180881963893085,0.003456967454963968
33,2-3_0_A5_1,1,1537.322913176915,22323.24191555927,7099.0,14.0174985756326,,646.6198609158516,16240.31636253236,0.5546960462572277,2.3774755557299154,,0.0,2_3,,,,,,
34,2-3_0_A5_1,2,2790.72167303719,29937.246065438812,4255.0,3.179705908063482,,524.8094170230634,10796.78758761779,0.33247382403500547,5.317590695813579,,0.0,2_3,,,,,,
35,2-3_0_A5_1,3,2819.017414820651,30086.329743413346,12798.0,16.67339516414718,,552.1252762901903,61058.74405912691,1.0,5.1057568560563595,,0.0,2_3,,,,,,
36,2-3_0_A6_1,0,1521.741881163,22211.670704863827,1991.0,1.030688330915206,,344.2951358780943,1707.906154356131,0.12850964951913768,4.4198762125463436,,0.0,2_3,0.17755390067483579,0.08936437450918445,0.17719006588695002,0.0005145400914859222,0.09180881963893085,0.003456967454963968
37,2-3_0_A6_1,1,1537.368082034392,22323.564524145848,8115.0,13.28095070631307,,625.4007139271503,19111.71161591469,0.5237849351319951,2.458212867044268,,0.0,2_3,,,,,,
38,2-3_0_A6_1,2,2790.7752357439,29937.528996919493,4945.0,2.866868457684328,,489.2525201055121,13566.64100068589,0.3191764022461757,5.704161186828515,,0.0,2_3,,,,,,
39,2-3_0_A6_1,3,2819.047229107881,30086.486426886135,15493.0,16.03137424211514,,532.5834815008532,76408.57761571358,1.0,5.29315558410417,,0.0,2_3,,,,,,
40,2-4_0_A7_1,0,1526.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,2_4,0.07858806191958231,0.0,0.07805127955948327,0.0007591248936969408,0.0,0.0
41,2-4_0_A7_1,1,1537.387106227487,22323.700398809662,6174.0,13.86518902931048,,648.485206859592,14904.95664972493,0.62470909642821,2.370735816276465,,0.0,2_4,,,,,,
42,2-4_0_A7_1,2,2790.381100053151,29935.447010201373,1735.0,1.89502715141007,,565.7076140690441,4030.560071193944,0.1755539815845391,4.932550014631034,,0.0,2_4,,,,,,
43,2-4_0_A7_1,3,2818.968475038761,30086.072547619144,9883.0,25.43563652570648,,554.6292474929749,51287.17991949389,1.0,5.082617780762575,,0.0,2_4,,,,,,
44,2-4_0_A8_1,0,1526.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,2_4,0.07751449719938423,0.0,0.07805127955948327,0.0007591248936969408,0.0,0.0
45,2-4_0_A8_1,1,1537.937213939409,22327.62901291726,5162.0,11.60785206098127,,659.1444306146946,11220.75362015769,0.6735386221294363,2.3332325094595485,,0.0,2_4,,,,,,
46,2-4_0_A8_1,2,2790.835255964338,29937.846035316375,1446.0,1.422348667025094,,511.6281214231146,2967.521834471435,0.18867432150313151,5.454812077572115,,0.0,2_4,,,,,,
47,2-4_0_A8_1,3,2819.155319862709,30087.054470814757,7664.0,19.79022101365041,,567.1232781325755,38283.44299051983,1.0,4.970974439888323,,0.0,2_4,,,,,,
48,2-5_0_A10_1,0,1522.071723316687,22214.038570284025,1352.0,1.391376459189787,,615.505751942811,763.5354441580787,0.1734890286154241,2.4728797716550153,,0.0,2_5,0.10384266223708252,0.052057470195916396,0.10431955921087313,0.0006744341681932188,0.053534273044361536,0.002088514617222098
49,2-5_0_A10_1,1,1538.032233657994,22328.30752777808,6024.0,18.34604395578883,,635.4146950024124,14667.16383421132,0.7730014115231618,2.420517255510049,,0.0,2_5,,,,,,
50,2-5_0_A10_1,2,2791.145127899669,29939.482783747644,1660.0,2.721669851331404,,592.3157730073555,4133.309473764951,0.21301167714615682,4.7122586550890455,,0.0,2_5,,,,,,
51,2-5_0_A10_1,3,2819.327893168238,30087.961363776478,7793.0,27.416365366681,,547.8068572829126,39803.5776887944,1.0,5.146572839836153,,0.0,2_5,,,,,,
52,2-5_0_A9_1,0,1522.028099151874,22213.725416721245,1149.0,1.276071630089958,,629.204366494192,588.0372223703882,0.18128747238876616,2.41897256313132,,0.0,2_5,0.10479645618466375,0.05501107589280667,0.10431955921087313,0.0006744341681932188,0.053534273044361536,0.002088514617222098
53,2-5_0_A9_1,1,1538.065978581814,22328.548487744156,4781.0,17.75175220221935,,656.2150800639444,10689.43322461506,0.7543389081729253,2.3438443054858453,,0.0,2_5,,,,,,
54,2-5_0_A9_1,2,2791.072467972945,29939.099001140326,1428.0,2.625881703145846,,596.4261014824796,3299.822041609983,0.22530766803408014,4.679661840813878,,0.0,2_5,,,,,,
55,2-5_0_A9_1,3,2819.275216040504,30087.68454227575,6338.0,26.15678509888634,,567.1422471966576,31487.91630697231,1.0,4.971019581023938,,0.0,2_5,,,,,,
56,2-6_0_A11_1,0,1522.025080699628,22213.703748767388,1236.0,1.204189747465783,,430.4054141225589,886.6912557488703,0.14653230586840546,3.536259142563267,,0.0,2_6,0.2969982971223374,0.07547941534606782,0.29432887521967754,0.0037751326584338422,0.0789604004196736,0.0049228563015115065
57,2-6_0_A11_1,1,1538.187223788688,22329.414232695766,5036.0,17.45633842541101,,612.1158970751109,11747.45792191756,0.597036158861885,2.5129019375883677,,0.0,2_6,,,,,,
58,2-6_0_A11_1,2,2791.640380870138,29942.098526479524,3157.0,8.344997723077276,,536.5396928504614,13306.13140236115,0.37427385892116183,5.20304540012512,,0.0,2_6,,,,,,
59,2-6_0_A11_1,3,2819.654733529875,30089.67887109655,8435.0,30.07625067233035,,533.8405095140704,44802.04611031889,1.0,5.2818298410820725,,0.0,2_6,,,,,,
60,2-6_0_A12_1,0,1522.098164255398,22214.228372838155,1307.0,1.427765675618867,,487.2137517536326,984.3512619616575,0.15592937246480554,3.1240870332105715,,0.0,2_6,0.29165945331701765,0.08244138549327938,0.29432887521967754,0.0037751326584338422,0.0789604004196736,0.0049228563015115065
61,2-6_0_A12_1,1,1538.13928901505,22329.07196111393,5330.0,18.05536464481005,,631.6658065874126,11940.01357536503,0.635886423287998,2.4350523219309257,,0.0,2_6,,,,,,
62,2-6_0_A12_1,2,2791.465099254786,29941.17278081328,3056.0,8.125306975408131,,544.4834961783482,12382.64068881592,0.3645907897876402,5.126813060171116,,0.0,2_6,,,,,,
63,2-6_0_A12_1,3,2819.622164804979,30089.507730839083,8382.0,30.53298585301461,,568.737741378799,42455.81807134733,1.0,4.9576842886658605,,0.0,2_6,,,,,,
64,2-7_0_B1_1,0,1526.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,2_7,0.07376229911807221,0.0,0.07482557662207123,0.0015037014667214409,0.0,0.0
65,2-7_0_B1_1,1,1538.165843499364,22329.261570380175,5572.0,13.65181947595582,,673.027340329979,12220.3525418909,0.8001148765077541,2.2854433264853933,,0.0,2_7,,,,,,
66,2-7_0_B1_1,2,2790.958662788505,29938.497883138327,1387.0,1.914316179826107,,558.0110565218639,2477.12810002104,0.1991671453187823,5.001618928816243,,0.0,2_7,,,,,,
67,2-7_0_B1_1,3,2819.500533650623,30088.868581603336,6964.0,26.78859052153826,,554.799051475489,33582.57713816473,1.0,5.0820211861432645,,0.0,2_7,,,,,,
68,2-7_0_B2_1,0,1526.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,2_7,0.07588885412607026,0.0,0.07482557662207123,0.0015037014667214409,0.0,0.0
69,2-7_0_B2_1,1,1538.191455325567,22329.44444713731,4565.0,14.26510972493419,,674.748000276983,9761.280259391255,0.8639288417865254,2.2796532256400046,,0.0,2_7,,,,,,
70,2-7_0_B2_1,2,2790.57491384961,29936.470832963787,1177.0,1.750736365277372,,471.3479229350008,1941.19133949052,0.22274791824375473,5.920414152826196,,0.0,2_7,,,,,,
71,2-7_0_B2_1,3,2819.474326218649,30088.73086456178,5284.0,23.81551314518253,,556.5639954135233,25579.39979256662,1.0,5.065858283060151,,0.0,2_7,,,,,,
72,2-8_0_B3_1,0,1526.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,2_8,0.1564498102685448,0.0,0.1493390786237705,0.010056093130435845,0.0,0.0
73,2-8_0_B3_1,1,1538.314297266162,22330.321557110132,2309.0,8.424247808947552,,657.9479561753765,4026.450510081207,0.8003466204506066,2.3380485991754085,,0.0,2_8,,,,,,
74,2-8_0_B3_1,2,2791.630796221442,29942.047906147833,1058.0,1.902467902598408,,592.5076083853174,1942.082499952495,0.36672443674176775,4.711552656393905,,0.0,2_8,,,,,,
75,2-8_0_B3_1,3,2819.743620165609,30090.145942364732,2885.0,14.21800526690528,,607.5372428150542,12413.45385219021,1.0,4.64126875103193,,0.0,2_8,,,,,,
76,2-8_0_B4_1,0,1526.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,2_8,0.14222834697899622,0.0,0.1493390786237705,0.010056093130435845,0.0,0.0
77,2-8_0_B4_1,1,1538.299925817821,22330.218944630076,2750.0,12.00147999993198,,672.215096998527,5095.154125165311,0.8943089430894309,2.2884043108915657,,0.0,2_8,,,,,,
78,2-8_0_B4_1,2,2790.936150351184,29938.37897116668,1047.0,1.994868721938383,,528.7759979972084,1861.986530122863,0.3404878048780488,5.278106723682868,,0.0,2_8,,,,,,
79,2-8_0_B4_1,3,2819.68237771272,30089.824133368158,3075.0,17.58345135699873,,581.671772091145,13091.52900720863,1.0,4.847548932236805,,0.0,2_8,,,,,,
80,2-9_0_B5_1,0,1522.350038225321,22216.03633116969,869.0000000000001,1.081121621520964,,601.541792302454,386.8030347785136,0.2535005834305718,2.530746920173896,,0.0,2_9,0.30979536568297333,0.08784917012789871,0.3196690083537339,0.013963439375014102,0.08542544885295764,0.0034276594984335206
81,2-9_0_B5_1,1,1538.402875880962,22330.953999819216,2334.0,11.20627721550688,,634.9852056821113,4403.035728344059,0.6808634772462077,2.4227381395892285,,0.0,2_9,,,,,,
