,level_0,level_1,m/z,time,Intens.,SN,Quality Fac.,Res.,Area,Rel. Intens.,FWHM,Chi^2,Bk. Peak,name,hep/hhep,SAA/IS_SAA,hep avg,hep std,SAA avg,SAA std
16,2-11_0_G5_1,0,1526.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,2_11,0.22563948450566004,0.0,0.2090201433982299,0.023503297591832267,0.0,0.0
17,2-11_0_G5_1,1,1538.56039047879,22332.07859331969,4050.0,14.92429692432269,,915.5616574902224,7968.874524091985,1.0,1.680455246123302,,0.0,2_11,,,,,,
18,2-11_0_G5_1,2,2791.223334714354,29939.895858814198,1145.0,2.180461046005243,,538.9222478291537,2680.692912580525,0.28271604938271605,5.179269080016184,,0.0,2_11,,,,,,
19,2-11_0_G5_1,3,2820.206535346373,30092.578295156894,2923.0,13.45488843489858,,554.0709508540272,11880.42473352345,0.7217283950617284,5.089973641461256,,0.0,2_11,,,,,,
20,2-11_0_G6_1,0,1526.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,2_11,0.19240080229079978,0.0,0.2090201433982299,0.023503297591832267,0.0,0.0
21,2-11_0_G6_1,1,1538.586917952734,22332.26798353444,3541.0,14.00341797593203,,931.8641464278312,6742.512315469851,1.0,1.6510850040219793,,0.0,2_11,,,,,,
22,2-11_0_G6_1,2,2792.468875150732,29946.47380052571,1107.0,2.732112715623889,,674.9774612406214,2127.238555720175,0.31262355266873765,4.137129068010835,,0.0,2_11,,,,,,
23,2-11_0_G6_1,3,2820.097854260915,30092.007256798453,2712.0,14.55782017855429,,615.5792086187549,11056.28734595924,0.7658853431234115,4.581210370292865,,0.0,2_11,,,,,,
24,2-2_0_A3_1,0,1526.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,2_2,0.0,0.0,0.0,0.0,0.0,0.0
25,2-2_0_A3_1,1,1537.624301268101,22325.394422825302,10559.0,12.81846427411827,,637.2490304427375,24912.4353545411,0.6018924927321438,2.412909597053157,,0.0,2_2,,,,,,
26,2-2_0_A3_1,2,2791.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,2_2,,,,,,
27,2-2_0_A3_1,3,2818.830718722569,30085.34857749584,17543.0,18.31737807107432,,545.5872975344289,90717.74108639876,1.0,5.166598876955505,,0.0,2_2,,,,,,
28,2-2_0_A4_1,0,1526.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,2_2,0.0,0.0,0.0,0.0,0.0,0.0
29,2-2_0_A4_1,1,1537.240565412639,22322.65375252263,10086.0,11.51668810305128,,631.5714395307491,24175.61228505604,0.6042777544784614,2.4339931624438123,,0.0,2_2,,,,,,
30,2-2_0_A4_1,2,2791.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,2_2,,,,,,
31,2-2_0_A4_1,3,2818.853323442925,30085.467376488763,16691.0,16.61003577555857,,540.3106077984348,86532.78011640221,1.0,5.217097874366572,,0.0,2_2,,,,,,
