,,m/z,time,Intens.,SN,Quality Fac.,Res.,Area,Rel. Intens.,FWHM,Chi^2,Bk. Peak
STD_0_E5_1,64,3105.493339945771,59580.31483902431,4820.807991773065,37.06200622070225,498.6828251330719,2248.209922979619,14576.281947532892,0.01603162230321778,1.3813182248701976,968685.909816789,0.0
STD_0_E5_1,65,3109.4427615683917,59617.99684716305,3504.201987725562,18.0862810270114,319.2327189431946,2332.498791659641,7029.841356049259,0.011653242119842082,1.3330951221440643,425541.921516084,0.0
STD_0_E5_1,66,3117.226662702383,59692.19413801348,3343.867271761988,12.75857267872452,381.5668218784012,9033.192712773025,1904.545806783381,0.011120048179571431,0.34508581426527,176745.2955116146,0.0
STD_0_E5_1,67,3120.413530861238,59722.54508438399,3003.925279650713,13.60902783336057,397.0000569683185,1461.992097319282,7204.8907455392,0.009989569298887576,2.1343573173773294,168819.0380912355,0.0
STD_0_E5_1,68,3124.6486700737587,59762.85551494622,2906.441826827695,8.915333138256246,70.06331754859592,3053.396329871698,2998.14163700303,0.009665387564385975,1.0233354378221364,414038.5641727384,0.0
STD_0_E5_1,69,3134.6846982277434,59858.270312847715,3614.994224091247,19.47441822738266,118.7263117305963,669.6892786307614,27707.40981974824,0.01202168228393379,4.6808046630773035,3000428.576929245,0.0
STD_0_E5_1,70,3146.2783077285603,59968.30332450569,9178.76383287436,112.5291081658542,147.3915623177439,3158.645741908504,34057.900672858465,0.030524027347738493,0.9960845770021455,24249238.69933629,0.0
STD_0_E5_1,71,3147.480942803178,59979.705711594805,15987.39153939549,166.2867974958183,683.868631395158,3364.936024122115,52129.14424542571,0.0531661545555522,0.9353761617575866,27879741.86435552,0.0
STD_0_E5_1,72,3151.5057455381125,60017.84970304479,5756.463839255538,46.23041699629824,123.9009319360695,2758.059521158134,16440.57086555734,0.019143150739578344,1.1426532753777434,7110604.399928946,0.0
STD_0_E5_1,73,3155.296196279103,60053.75040740546,4015.433700639895,21.16908524030404,300.8105063095659,7865.192497488891,3559.364802409906,0.013353345866943459,0.40117215151269214,419099.3777370249,0.0
STD_0_E5_1,74,3162.163231331461,60118.73562200678,5127.350465570493,39.57201570477817,105.2444170518431,5030.531433084208,9015.648430516125,0.01705103091028137,0.6285942694910754,4276905.566927047,0.0
STD_0_E5_1,75,3163.4432022969863,60130.84063678305,9790.016229749013,93.45707781794194,931.721499895866,3243.344380833779,30013.68196248507,0.032556750404818154,0.9753645715179182,4169229.636900851,0.0
STD_0_E5_1,76,3166.2590245842016,60157.46197079145,6593.713485085794,49.29202025439388,366.8869287868795,19125.3368089803,3205.5413603226925,0.021927428835358052,0.16555311188545893,2263663.977471222,0.0
STD_0_E5_1,77,3167.516210534009,60169.34382758911,4442.887154080196,28.10593900875035,393.5438907443904,3130.488017014364,9232.72847340758,0.014774844572026831,1.0118282495631337,872272.7824710823,0.0
