,,m/z,time,Intens.,SN,Quality Fac.,Res.,Area,Rel. Intens.,FWHM,Chi^2,Bk. Peak,name,hep/hhep,SAA/IS_SAA
4-3_0_D4_1,0,1526,0,0,0,0,0,0,0,0,0,0,4_3,0,0
4-3_0_D4_1,1,1538.529699,22331.85947,3109,16.33145875,,925.0082876,5921.674696,1,1.663260448,,0,4_3,0,0
4-3_0_D4_1,2,2791,0,0,0,0,0,0,0,0,0,0,4_3,0,0
4-3_0_D4_1,3,2819.897106,30090.95244,2608,12.62649257,,554.8285289,10243.25892,0.838854937,5.082465949,,0,4_3,0,0
4-4_0_D5_1,0,1522.604685,22217.86404,898,1.120044347,,439.7311808,504.4900466,0.377628259,3.462580667,,0,4_4,0.408168107,0.157359116
4-4_0_D5_1,1,1538.63331,22332.59919,1937,7.519589681,,658.9756005,3205.979157,0.814550042,2.334886617,,0,4_4,0.408168107,0.157359116
4-4_0_D5_1,2,2792.047357,29944.24785,1397,3.886896423,,541.053422,3734.18411,0.587468461,5.160391273,,0,4_4,0.408168107,0.157359116
4-4_0_D5_1,3,2820.062276,30091.82032,2378,10.12369631,,601.855223,9148.64255,1,4.685615691,,0,4_4,0.408168107,0.157359116
4-4_0_D6_1,0,1526,0,0,0,0,0,0,0,0,0,0,4_4,0.430935549,0
4-4_0_D6_1,1,1538.670075,22332.86166,2158,7.72003314,,890.5793671,3466.96967,0.792799412,1.72771808,,0,4_4,0.430935549,0
4-4_0_D6_1,2,2792.205497,29945.08297,1539,3.820690024,,644.969087,4324.438642,0.565393093,4.329208257,,0,4_4,0.430935549,0
4-4_0_D6_1,3,2820.501074,30094.12582,2722,10.21878671,,621.8447559,10035.00094,1,4.535699702,,0,4_4,0.430935549,0
4-5_0_D7_1,0,1522.602246,22217.84654,1064,1.061831916,,311.0426821,667.3791937,0.308853411,4.89515534,,0,4_5,0.275346803,0.101196039
4-5_0_D7_1,1,1538.64686,22332.69593,3445,11.38092658,,668.9844537,6594.914164,1,2.299974016,,0,4_5,0.275346803,0.101196039
4-5_0_D7_1,2,2792.425429,29946.24438,1326,3.136745907,,502.4511718,3306.522441,0.38490566,5.557605566,,0,4_5,0.275346803,0.101196039
4-5_0_D7_1,3,2820.345457,30093.30821,2981,14.39008598,,582.0441233,12008.57392,0.865312046,4.845587033,,0,4_5,0.275346803,0.101196039
4-5_0_D8_1,0,1522.751859,22218.9203,1083,1.012250646,,514.6470491,550.9043996,0.272178939,2.958827534,,0,4_5,0.26792611,0.072154284
4-5_0_D8_1,1,1538.652682,22332.73749,3979,14.29926788,,909.7038791,7635.089273,1,1.69137751,,0,4_5,0.26792611,0.072154284
4-5_0_D8_1,2,2792.279147,29945.47191,1411,3.799333354,,503.0074828,3616.268167,0.354611711,5.551168209,,0,4_5,0.26792611,0.072154284
4-5_0_D8_1,3,2820.287349,30093.00291,3222,17.07140826,,616.2289752,13497.25923,0.809751194,4.57668734,,0,4_5,0.26792611,0.072154284
4-6_0_D10_1,0,1526,0,0,0,0,0,0,0,0,0,0,4_6,0.12565025,0
4-6_0_D10_1,1,1538.739739,22333.359,1885,8.949125521,,655.888603,3023.236625,0.670818505,2.346038232,,0,4_6,0.12565025,0
4-6_0_D10_1,2,2792.28204,29945.48718,882,2.019712788,,442.9003425,1490.341516,0.313879004,6.304538001,,0,4_6,0.12565025,0
4-6_0_D10_1,3,2820.295189,30093.0441,2810,20.71799533,,596.8957609,11861.03101,1,4.724937542,,0,4_6,0.12565025,0
4-6_0_D9_1,0,1526,0,0,0,0,0,0,0,0,0,0,4_6,0.1221298,0
4-6_0_D9_1,1,1538.694951,22333.03926,3884,14.34734859,,897.1499431,7450.205897,0.825680272,1.715092291,,0,4_6,0.1221298,0
4-6_0_D9_1,2,2792.182037,29944.95909,1163,2.361483458,,477.1204945,2656.556783,0.247236395,5.852152799,,0,4_6,0.1221298,0
4-6_0_D9_1,3,2820.336685,30093.26212,4704,24.74882227,,536.1886164,21751.9129,1,5.25997121,,0,4_6,0.1221298,0
4-7_0_D11_1,0,1522.726547,22218.73864,973,1.434236137,,699.0394075,533.3480462,0.254312598,2.178312883,,0,4_7,0.355552462,0.084737742
4-7_0_D11_1,1,1538.734746,22333.32336,3218,16.25377648,,817.6042759,6294.102661,0.841087297,1.882004279,,0,4_7,0.355552462,0.084737742
4-7_0_D11_1,2,2792.889253,29948.69356,1903,8.344152641,,553.0589803,6186.015013,0.497386304,5.049894049,,0,4_7,0.355552462,0.084737742
4-7_0_D11_1,3,2820.341995,30093.29002,3826,23.38152634,,557.9571234,17398.31858,1,5.054764742,,0,4_7,0.355552462,0.084737742
4-7_0_D12_1,0,1522.564476,22217.57545,1297,1.776997159,,612.3007334,1279.902583,0.274033383,2.486628535,,0,4_7,1.170283542,2.273906791
4-7_0_D12_1,1,1529.077549,22264.2708,1155,1.127020168,,1238.40022,562.8650163,0.24403127,1.234720024,,0,4_7,1.170283542,2.273906791
4-7_0_D12_1,2,1538.560968,22332.08272,4374,15.49485352,,599.6707499,10119.67998,0.924149588,2.565676195,,0,4_7,1.170283542,2.273906791
4-7_0_D12_1,3,2792.249765,29945.31675,2288,7.624411284,,566.6815295,8647.20354,0.483414325,4.927370348,,0,4_7,1.170283542,2.273906791
4-7_0_D12_1,4,2820.382045,30093.50044,4733,22.17761402,,534.9587221,24138.55044,1,5.272148913,,0,4_7,1.170283542,2.273906791
4-8_0_E1_1,0,1522.341847,22215.97754,1456,1.079185182,,401.7245556,795.9333024,0.217054264,3.789516538,,0,4_8,0,0.048889048
4-8_0_E1_1,1,1537.949367,22327.71579,6708,15.68647856,,634.6827979,16280.40095,1,2.423177959,,0,4_8,0,0.048889048
4-8_0_E1_1,2,2791,0,0,0,0,0,0,0,0,0,0,4_8,0,0.048889048
4-8_0_E1_1,3,2820.119273,30092.1198,5250,12.0829475,,545.7934121,22999.92007,0.782647585,5.167008636,,0,4_8,0,0.048889048
4-8_0_E2_1,0,1522.648316,22218.17718,1062,1.116982638,,345.2090922,443.6658515,0.279768177,4.410800152,,0,4_8,0,0.058376971
4-8_0_E2_1,1,1538.604594,22332.39418,3796,14.4282095,,836.05308,7600.014959,1,1.84031927,,0,4_8,0,0.058376971
4-8_0_E2_1,2,2791,0,0,0,0,0,0,0,0,0,0,4_8,0,0.058376971
4-8_0_E2_1,3,2820.207849,30092.5852,3036,11.71862861,,538.709456,11555.2534,0.799789252,5.235118518,,0,4_8,0,0.058376971
4-9_0_E3_1,0,1522.486453,22217.01546,1063,1.431029024,,519.4007955,524.7331138,0.327884022,2.931236275,,0,4_9,0.208595172,0.086701379
4-9_0_E3_1,1,1538.644656,22332.68019,3242,13.24645779,,884.9742153,6052.188773,1,1.738632187,,0,4_9,0.208595172,0.086701379
4-9_0_E3_1,2,2792.236338,29945.24584,1333,3.132858915,,623.4308359,2688.745183,0.411165947,4.478822954,,0,4_9,0.208595172,0.086701379
4-9_0_E3_1,3,2820.2378,30092.74257,3069,15.05829248,,572.3402902,12889.77669,0.946637878,4.927554199,,0,4_9,0.208595172,0.086701379
4-9_0_E4_1,0,1522.382484,22216.26922,1039,1.043532762,,349.6493893,634.3882358,0.338106085,4.354025862,,0,4_9,0.223690034,0.105628804
4-9_0_E4_1,1,1538.655761,22332.75948,3073,9.915595624,,677.1863549,6005.826184,1,2.272130485,,0,4_9,0.223690034,0.105628804
4-9_0_E4_1,2,2792.429146,29946.264,1246,2.118974061,,510.5457084,2801.181728,0.40546697,5.469498812,,0,4_9,0.223690034,0.105628804
4-9_0_E4_1,3,2820.27335,30092.92935,2942,11.54542785,,558.6646229,12522.60408,0.957370648,5.048240454,,0,4_9,0.223690034,0.105628804
5-1_0_E11_1,0,1522.58313,22217.70934,1380,1.448173753,,603.3614114,1001.694209,0.25751073,2.523501009,,0,5_1,0.130037262,0.088249505
5-1_0_E11_1,1,1538.58339,22332.24279,5359,14.04126308,,640.2606832,11350.7062,1,2.403057739,,0,5_1,0.130037262,0.088249505
5-1_0_E11_1,2,2792.191498,29945.00905,1459,2.50238022,,638.1271554,3262.090605,0.272252286,4.375603631,,0,5_1,0.130037262,0.088249505
5-1_0_E11_1,3,2820.241814,30092.76366,5203,20.27933172,,564.377899,25085.81433,0.970890091,4.997080536,,0,5_1,0.130037262,0.088249505
5-1_0_E12_1,0,1522.2717,22215.47403,1548,1.229140258,,543.0018782,1146.888852,0.205604994,2.803437265,,0,5_1,0.135064842,0.074707151
5-1_0_E12_1,1,1538.075731,22328.61812,6540,13.41717237,,610.3958649,15351.79488,0.868641254,2.519800377,,0,5_1,0.135064842,0.074707151
5-1_0_E12_1,2,2791.907143,29943.50737,1788,2.730410206,,597.3198944,5240.536481,0.237481737,4.674056848,,0,5_1,0.135064842,0.074707151
5-1_0_E12_1,3,2820.223197,30092.66584,7529,24.09817861,,544.0450467,38800.15257,1,5.183804565,,0,5_1,0.135064842,0.074707151
5-2_0_F1_1,0,1521.93982,22213.0917,1314,1.418663403,,367.1558198,744.9401314,0.271937086,4.145215023,,0,5_2,0.097829185,0.074367152
5-2_0_F1_1,1,1538.509859,22331.71782,4832,14.37021196,,882.1533162,10017.05875,1,1.744039081,,0,5_2,0.097829185,0.074367152
5-2_0_F1_1,2,2791.476154,29941.23117,1090,1.717969411,,459.7178629,1685.169111,0.22557947,6.072150724,,0,5_2,0.097829185,0.074367152
5-2_0_F1_1,3,2819.930862,30091.12982,3780,20.33314403,,570.2831995,17225.62758,0.782284768,4.944790351,,0,5_2,0.097829185,0.074367152
5-2_0_F2_1,0,1522.618361,22217.96219,1289,1.309989017,,641.3154787,656.1689221,0.237998523,2.374211151,,0,5_2,0.0848858,0.058490776
5-2_0_F2_1,1,1538.518392,22331.77874,5416,16.49084173,,871.3190001,11218.33163,1,1.765734928,,0,5_2,0.0848858,0.058490776
5-2_0_F2_1,2,2791.52512,29941.48978,1077,1.473768603,,350.5513522,1758.52906,0.198855244,7.963241626,,0,5_2,0.0848858,0.058490776
5-2_0_F2_1,3,2819.906234,30091.00041,4374,22.47637977,,553.9303955,20716.41027,0.80760709,5.090723053,,0,5_2,0.0848858,0.058490776
5-3_0_F3_1,0,1522.203244,22214.98266,1370,1.509897438,,623.9434353,925.8742709,0.238136624,2.439649427,,0,5_3,0.289955795,0.077843206
5-3_0_F3_1,1,1538.601669,22332.37329,5753,16.8731962,,901.2784176,11894.09216,1,1.707132489,,0,5_3,0.289955795,0.077843206
5-3_0_F3_1,2,2792.291777,29945.5386,2076,7.070490921,,607.7954585,6320.20344,0.360855206,4.594130702,,0,5_3,0.289955795,0.077843206
5-3_0_F3_1,3,2820.174503,30092.40999,4698,23.83874396,,589.1915879,21797.12753,0.816617417,4.786515221,,0,5_3,0.289955795,0.077843206
5-3_0_F4_1,0,1522.532596,22217.34664,1149,1.31284738,,380.0464715,664.9000631,0.274814638,4.006174798,,0,5_3,0.299358541,0.076805637
5-3_0_F4_1,1,1538.640271,22332.64889,4181,14.85032363,,873.2403417,8656.91749,1,1.761989452,,0,5_3,0.299358541,0.076805637
5-3_0_F4_1,2,2792.320101,29945.68818,1702,6.32426686,,630.3460773,5248.056767,0.407079646,4.4298207,,0,5_3,0.299358541,0.076805637
5-3_0_F4_1,3,2820.204037,30092.56517,3830,22.22263468,,548.9580417,17531.00728,0.916048792,5.137376306,,0,5_3,0.299358541,0.076805637
5-4_0_F5_1,0,1522.590684,22217.76355,1128,1.363420658,,632.7943129,546.3960074,0.248403435,2.406138381,,0,5_4,0.080405662,0.061983412
5-4_0_F5_1,1,1538.602856,22332.38177,4541,17.01364533,,929.3242557,8815.197343,1,1.655614654,,0,5_4,0.080405662,0.061983412
5-4_0_F5_1,2,2791.960382,29943.78853,943,1.241901071,,378.2846015,1070.872523,0.20766351,7.380581634,,0,5_4,0.080405662,0.061983412
5-4_0_F5_1,3,2820.225948,30092.68029,3163,16.59017347,,588.2162172,13318.37214,0.696542612,4.794539602,,0,5_4,0.080405662,0.061983412
5-4_0_F6_1,0,1522.60474,22217.86444,1110,1.48062177,,622.1062546,530.5785287,0.245901639,2.447499489,,0,5_4,0.093306194,0.056702019
5-4_0_F6_1,1,1538.651116,22332.72631,4514,17.33892504,,674.5132774,9357.312824,1,2.281127989,,0,5_4,0.093306194,0.056702019
5-4_0_F6_1,2,2792.383284,29946.02182,951,1.406933814,,401.7030308,1439.76883,0.210677891,6.95136225,,0,5_4,0.093306194,0.056702019
5-4_0_F6_1,3,2820.392341,30093.55454,3432,18.00458859,,574.8361765,15430.58142,0.760301285,4.906428051,,0,5_4,0.093306194,0.056702019
5-5_0_F7_1,0,1526,0,0,0,0,0,0,0,0,0,0,5_5,0.081751085,0
5-5_0_F7_1,1,1538.632564,22332.59387,3563,14.43018074,,912.8397338,6662.388716,1,1.685545126,,0,5_5,0.081751085,0
5-5_0_F7_1,2,2791.668718,29942.24818,997,1.21735659,,660.2792276,912.7740549,0.279820376,4.228012333,,0,5_5,0.081751085,0
5-5_0_F7_1,3,2820.214342,30092.61931,2937,12.32948194,,544.2524761,11165.28369,0.824305361,5.181812607,,0,5_5,0.081751085,0
5-5_0_F8_1,0,1522.927556,22220.1812,1119,2.066280436,,468.0165818,837.7391041,0.312133891,3.254003416,,0,5_5,0.091841973,0.129967806
5-5_0_F8_1,1,1538.649349,22332.7137,3585,16.67165831,,946.994165,6445.743201,1,1.624771731,,0,5_5,0.091841973,0.129967806
5-5_0_F8_1,2,2791.839185,29943.14847,956,1.078213279,,444.0417388,794.7105334,0.266666667,6.287335042,,0,5_5,0.091841973,0.129967806
5-5_0_F8_1,3,2820.510927,30094.17759,2516,12.00679835,,602.4554512,8653.021163,0.70181311,4.681692101,,0,5_5,0.091841973,0.129967806
5-6_0_F11_1,0,1522.654464,22218.22131,1233,1.640027053,,617.8184331,730.2750547,0.263517846,2.464566259,,0,5_6,0.229398138,0.077308532
5-6_0_F11_1,1,1538.742583,22333.3793,4679,16.51757254,,867.4142632,9446.241434,1,1.773941988,,0,5_6,0.229398138,0.077308532
5-6_0_F11_1,2,2792.804201,29948.24447,1390,3.523774818,,608.5150588,3530.357991,0.297072024,4.589539996,,0,5_6,0.229398138,0.077308532
5-6_0_F11_1,3,2820.29556,30093.04605,3554,17.58513242,,581.0770942,15389.65405,0.759564009,4.853565196,,0,5_6,0.229398138,0.077308532
5-6_0_F12_1,0,1522.177967,22214.80121,1467,2.099429174,,841.1860753,1029.154819,0.241163899,1.809561536,,0,5_6,0.255767266,0.078868772
5-6_0_F12_1,1,1538.622094,22332.51912,6083,21.21094229,,875.9491133,13048.95202,1,1.756519952,,0,5_6,0.255767266,0.078868772
5-6_0_F12_1,2,2792.138044,29944.72676,1700,4.84139363,,537.428906,5622.416079,0.279467368,5.19536261,,0,5_6,0.255767266,0.078868772
5-6_0_F12_1,3,2820.228642,30092.69445,4760,23.89625262,,560.2528926,21982.54755,0.782508631,5.03384932,,0,5_6,0.255767266,0.078868772
5-7_0_F10_1,0,1522.514404,22217.21607,902,1.049824633,,392.5109419,590.8421254,0.314176245,3.878909456,,0,5_7,0.190945364,0.157139727
5-7_0_F10_1,1,1538.710962,22333.15356,2200,9.065838085,,841.1697483,3759.979323,0.766283525,1.829251426,,0,5_7,0.190945364,0.157139727
5-7_0_F10_1,2,2792.554179,29946.92425,1014,3.136406631,,467.1667782,2374.614811,0.353187043,5.977638627,,0,5_7,0.190945364,0.157139727
5-7_0_F10_1,3,2820.245155,30092.78121,2871,20.93144255,,591.3667949,12436.09564,1,4.769028595,,0,5_7,0.190945364,0.157139727
5-7_0_F9_1,0,1526,0,0,0,0,0,0,0,0,0,0,5_7,0.287845228,0
5-7_0_F9_1,1,1538.66691,22332.83907,1109,4.320554859,,636.2677546,1288.797725,1,2.418269508,,0,5_7,0.287845228,0
5-7_0_F9_1,2,2792.472,29946.4903,698,1.105977013,,169.8700246,863.0689228,0.629395852,16.43887441,,0,5_7,0.287845228,0
5-7_0_F9_1,3,2820.657173,30094.94594,1108,6.110209434,,583.30709,2998.378425,0.999098287,4.835629845,,0,5_7,0.287845228,0
5-8_0_G1_1,0,1522.394363,22216.35448,1262,1.33877601,,587.9361621,773.4665655,0.236064347,2.589387184,,0,5_8,0.124070195,0.070806171
5-8_0_G1_1,1,1538.399868,22330.93252,5346,16.25389458,,854.0127812,10923.71683,1,1.801378037,,0,5_8,0.124070195,0.070806171
5-8_0_G1_1,2,2791.408577,29940.87425,1173,2.350862882,,540.1139434,2822.57931,0.219416386,5.168184623,,0,5_8,0.124070195,0.070806171
5-8_0_G1_1,3,2819.885072,30090.88921,4842,26.0661802,,587.0298038,22749.85785,0.905723906,4.803648901,,0,5_8,0.124070195,0.070806171
5-8_0_G2_1,0,1522.361324,22216.11734,989,1.271639397,,451.2658877,507.9214592,0.306097184,3.373535128,,0,5_8,0.122730465,0.08004442
5-8_0_G2_1,1,1538.498134,22331.63411,3231,13.6214214,,888.4306283,6345.494901,1,1.731703168,,0,5_8,0.122730465,0.08004442
5-8_0_G2_1,2,2792.495871,29946.61635,911,1.996133023,,435.4097509,1391.150008,0.281956051,6.413489512,,0,5_8,0.122730465,0.08004442
5-8_0_G2_1,3,2820.059025,30091.80324,2718,18.24701972,,587.3576343,11335.00154,0.841225627,4.801263933,,0,5_8,0.122730465,0.08004442
5-9_0_G3_1,0,1522.581544,22217.69795,994,1.104047685,,513.7942418,436.248824,0.31287378,2.963407177,,0,5_9,0.280080597,0.078905559
5-9_0_G3_1,1,1538.555081,22332.04069,3177,12.54005148,,946.5516374,5528.746412,1,1.625431747,,0,5_9,0.280080597,0.078905559
5-9_0_G3_1,2,2792.282248,29945.48828,1200,3.907103429,,593.4112858,3035.507105,0.377714825,4.705475467,,0,5_9,0.280080597,0.078905559
5-9_0_G3_1,3,2820.640992,30094.86093,2570,15.638132,,527.2810737,10837.97715,0.808939251,5.349406858,,0,5_9,0.280080597,0.078905559
5-9_0_G4_1,0,1522.550162,22217.47272,1174,1.583994637,,677.7532766,606.7009548,0.298045189,2.246466693,,0,5_9,0.266124464,0.081465633
5-9_0_G4_1,1,1538.560521,22332.07952,3939,13.84737341,,927.5397887,7447.323916,1,1.658754201,,0,5_9,0.266124464,0.081465633
5-9_0_G4_1,2,2792.189516,29944.99858,1382,4.713605472,,548.939853,3840.642196,0.35085047,5.086512667,,0,5_9,0.266124464,0.081465633
5-9_0_G4_1,3,2820.04934,30091.75235,3178,18.67599573,,583.9931879,14431.75173,0.806803757,4.828907936,,0,5_9,0.266124464,0.081465633
0_standard_0_H11_1,0,1522.622989,22217.99541,707,1.029432945,,345.6102824,150.9334292,0.156381332,4.405606739,,0,0_standard,0,0.026192581
0_standard_0_H11_1,1,1538.570076,22332.14774,2818,22.61434397,,914.1389473,5762.449716,0.623313426,1.683081199,,0,0_standard,0,0.026192581
0_standard_0_H11_1,2,2791,0,0,0,0,0,0,0,0,0,0,0_standard,0,0.026192581
0_standard_0_H11_1,3,2819.88576,30090.89283,4521,32.25305364,,569.9155466,21863.49038,1,4.947901099,,0,0_standard,0,0.026192581
0_standard_0_H12_1,0,1522.27507,22215.49822,735,1.023919368,,315.015029,207.6078251,0.144685039,4.83238871,,0,0_standard,0,0.031335261
0_standard_0_H12_1,1,1538.514981,22331.7544,3236,25.04640415,,900.0943933,6625.374018,0.637007874,1.709281818,,0,0_standard,0,0.031335261
0_standard_0_H12_1,2,2791,0,0,0,0,0,0,0,0,0,0,0_standard,0,0.031335261
0_standard_0_H12_1,3,2819.804384,30090.46523,5080,33.0633858,,587.2700011,25095.70965,1,4.801546782,,0,0_standard,0,0.031335261
1.9_standard_0_H10_1,0,1526,0,0,0,0,0,0,0,0,0,0,1.9_standard,0.052377164,0
1.9_standard_0_H10_1,1,1538.599641,22332.35882,2388,20.01106624,,960.1112726,4228.049019,0.577509069,1.602522213,,0,1.9_standard,0.052377164,0
1.9_standard_0_H10_1,2,2793.626496,29952.58609,747,1.123073097,,201.2373494,964.5305978,0.180652963,13.88224653,,0,1.9_standard,0.052377164,0
1.9_standard_0_H10_1,3,2819.90008,30090.96807,4135,32.28715786,,611.3868916,18415.09782,1,4.612300523,,0,1.9_standard,0.052377164,0
1.9_standard_0_H9_1,0,1522.093622,22214.19577,726,1.262171291,,457.6692711,100.3678163,0.188816645,3.325750096,,0,1.9_standard,0.044133419,0.020217108
1.9_standard_0_H9_1,1,1538.583842,22332.24602,2604,21.78840984,,893.442297,4964.499141,0.677243173,1.722085296,,0,1.9_standard,0.044133419,0.020217108
1.9_standard_0_H9_1,2,2790.334699,29935.20189,763,1.229805516,,251.085612,759.1635414,0.198439532,11.11308082,,0,1.9_standard,0.044133419,0.020217108
1.9_standard_0_H9_1,3,2819.87079,30090.81417,3845,31.152565,,623.3823805,17201.55737,1,4.523500949,,0,1.9_standard,0.044133419,0.020217108
3.9_standard_0_H7_1,0,1526,0,0,0,0,0,0,0,0,0,0,3.9_standard,0.068207119,0
3.9_standard_0_H7_1,1,1538.556775,22332.05278,2074,17.93707788,,951.4329821,3538.039182,0.586870402,1.617094219,,0,3.9_standard,0.068207119,0
3.9_standard_0_H7_1,2,2792.427807,29946.25694,736,1.475171412,,289.677048,1086.307374,0.208262592,9.639796549,,0,3.9_standard,0.068207119,0
3.9_standard_0_H7_1,3,2819.854778,30090.73003,3534,31.26972409,,551.9215461,15926.59813,1,5.109158715,,0,3.9_standard,0.068207119,0
3.9_standard_0_H8_1,0,1527.709422,22254.47039,823,1.866977446,,682.7135162,307.1208606,0.171565562,2.237702032,,0,3.9_standard,0.054540447,0.041750207
3.9_standard_0_H8_1,1,1538.585461,22332.25758,3078,24.26077606,,694.4423447,7356.151753,0.641651032,2.215569763,,0,3.9_standard,0.054540447,0.041750207
3.9_standard_0_H8_1,2,2791.920576,29943.57831,841,1.541760715,,244.087368,1274.965149,0.175317907,11.43820182,,0,3.9_standard,0.054540447,0.041750207
3.9_standard_0_H8_1,3,2819.981447,30091.39561,4797,34.99856529,,600.329609,23376.50705,1,4.697388576,,0,3.9_standard,0.054540447,0.041750207
7.8_standard_0_H5_1,0,1527.546375,22253.30213,828,2.527797181,,901.9141323,493.7530961,0.193638915,1.693671626,,0,7.8_standard,0.085879684,0.077569621
7.8_standard_0_H5_1,1,1538.546628,22331.98034,3410,30.90506814,,978.6966004,6365.289536,0.797474275,1.572036346,,0,7.8_standard,0.085879684,0.077569621
7.8_standard_0_H5_1,2,2791.833769,29943.11987,846,2.176980766,,334.2531684,1719.74829,0.197848457,8.35245267,,0,7.8_standard,0.085879684,0.077569621
7.8_standard_0_H5_1,3,2820.366431,30093.41841,4276,34.86765242,,641.7308178,20025.08867,1,4.394936869,,0,7.8_standard,0.085879684,0.077569621
7.8_standard_0_H6_1,0,1527.550673,22253.33292,799,2.442413033,,674.0294609,526.9364997,0.210318505,2.266296596,,0,7.8_standard,0.074874615,0.096292285
7.8_standard_0_H6_1,1,1538.586043,22332.26174,2802,25.19661446,,957.7770983,5472.260833,0.737562516,1.606413482,,0,7.8_standard,0.074874615,0.096292285
7.8_standard_0_H6_1,2,2792.108608,29944.57131,785,1.902334128,,259.6975448,1230.981864,0.206633325,10.75138623,,0,7.8_standard,0.074874615,0.096292285
7.8_standard_0_H6_1,3,2820.428754,30093.74585,3799,33.40073055,,562.4155972,16440.57678,1,5.014848037,,0,7.8_standard,0.074874615,0.096292285
15.1_standard_0_H3_1,0,1527.52893,22253.17712,1058,5.017839397,,967.9058572,1110.978089,0.242049874,1.57817924,,0,15.1_standard,0.122228225,0.175160361
15.1_standard_0_H3_1,1,1538.535635,22331.90185,3081,27.1164152,,968.2873188,6342.634175,0.704873027,1.588924697,,0,15.1_standard,0.122228225,0.175160361
15.1_standard_0_H3_1,2,2791.771284,29942.78987,1034,3.779620133,,539.2385482,2476.532107,0.23655914,5.177247237,,0,15.1_standard,0.122228225,0.175160361
15.1_standard_0_H3_1,3,2819.775234,30090.31206,4371,35.40086729,,620.1395941,20261.54033,1,4.547000806,,0,15.1_standard,0.122228225,0.175160361
15.1_standard_0_H4_1,0,1527.557787,22253.3839,1139,5.19596935,,677.697354,1338.342005,0.222200546,2.254041244,,0,15.1_standard,0.135639622,0.181248962
15.1_standard_0_H4_1,1,1538.5446,22331.96586,3391,27.74187104,,914.1385851,7383.99817,0.661529458,1.683053998,,0,15.1_standard,0.135639622,0.181248962
15.1_standard_0_H4_1,2,2792.39009,29946.05776,1147,4.038831417,,524.3143388,3566.74939,0.223761217,5.325793867,,0,15.1_standard,0.135639622,0.181248962
15.1_standard_0_H4_1,3,2819.822705,30090.5615,5126,36.57415743,,550.2372452,26295.778,1,5.124739792,,0,15.1_standard,0.135639622,0.181248962
31.25_standard_0_H1_1,0,1527.43061,22252.47261,1728,10.7095854,,939.0377144,3192.847805,0.291596355,1.626591336,,0,31.25_standard,0.212576911,0.360330248
31.25_standard_0_H1_1,1,1538.429014,22331.14062,4134,34.17703755,,917.3205222,8860.893086,0.69760378,1.677089934,,0,31.25_standard,0.212576911,0.360330248
31.25_standard_0_H1_1,2,2791.551882,29941.63113,1672,8.115141963,,517.8747584,6239.177348,0.282146473,5.390399583,,0,31.25_standard,0.212576911,0.360330248
31.25_standard_0_H1_1,3,2819.633058,30089.56497,5926,42.79268528,,607.2668503,29350.21176,1,4.643153264,,0,31.25_standard,0.212576911,0.360330248
31.25_standard_0_H2_1,0,1527.4912,22252.90678,1366,8.331060476,,963.2674546,1964.151534,0.300814799,1.585739447,,0,31.25_standard,0.209103555,0.301131133
31.25_standard_0_H2_1,1,1538.505309,22331.68534,3134,27.66087009,,967.7096844,6522.578768,0.690156353,1.589841803,,0,31.25_standard,0.209103555,0.301131133
31.25_standard_0_H2_1,2,2792.21668,29945.14203,1352,6.440847913,,533.7793196,4510.218001,0.297731777,5.231031959,,0,31.25_standard,0.209103555,0.301131133
31.25_standard_0_H2_1,3,2819.738366,30090.11833,4541,35.61747716,,608.9167463,21569.3033,1,4.630745307,,0,31.25_standard,0.209103555,0.301131133
62.5_standard_0_G11_1,0,1527.602042,22253.701,4351,30.76259888,,644.7234389,10199.04212,0.441233141,2.3693912,,0,62.5_standard,0.34214138,0.66433168
62.5_standard_0_G11_1,1,1538.624552,22332.53667,6437,48.23830184,,890.597157,15352.33442,0.652773552,1.727632454,,0,62.5_standard,0.34214138,0.66433168
62.5_standard_0_G11_1,2,2791.802053,29942.95237,3654,17.62780589,,549.6009113,17837.1971,0.370550654,5.079689636,,0,62.5_standard,0.34214138,0.66433168
62.5_standard_0_G11_1,3,2820.001067,30091.4987,9861,55.4478619,,587.3104931,52133.9953,1,4.801550628,,0,62.5_standard,0.34214138,0.66433168
62.5_standard_0_G12_1,0,1527.60081,22253.69217,3521,27.20308816,,647.4342157,8085.468555,0.41457671,2.359468767,,0,62.5_standard,0.341220728,0.633386489
62.5_standard_0_G12_1,1,1538.616275,22332.47757,5101,42.07536473,,908.2350919,12765.4579,0.600612269,1.6940727,,0,62.5_standard,0.341220728,0.633386489
62.5_standard_0_G12_1,2,2791.885278,29943.39189,3177,16.99448415,,548.2052458,15363.3614,0.374072766,5.092773736,,0,62.5_standard,0.341220728,0.633386489
62.5_standard_0_G12_1,3,2819.844929,30090.67828,8493,53.75259833,,559.3328635,45024.70149,1,5.041443322,,0,62.5_standard,0.341220728,0.633386489
125_standard_0_G10_1,0,1527.650473,22254.04802,5038,35.42734984,,618.2969649,12290.10281,0.704122991,2.470739078,,0,125_standard,0.817071103,1.26756535
125_standard_0_G10_1,1,1538.679177,22332.92664,4278,29.22526844,,893.9012778,9695.833678,0.597903564,1.721307727,,0,125_standard,0.817071103,1.26756535
125_standard_0_G10_1,2,2792.062081,29944.32561,5948,33.053146,,538.0478929,31169.18691,0.831306778,5.189244522,,0,125_standard,0.817071103,1.26756535
