level_0,level_1,m/z,time,Intens.,SN,Quality Fac.,Res.,Area,Rel. Intens.,FWHM,Chi^2,Bk. Peak,Tail,id,name,hep/hhep,SAA/IS_SAA,tag,hep avg,hep std,hep CV,SAA avg,SAA std,SAA CV
10_22_0_C9_1,0,1526.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,9,C09,10_22,0.19659381937060696,0.0,10_22,0.19672241416179082,0.0001374736144243002,0.06988202895438111,0.0,0.0,
10_22_0_C9_1,1,1538.50470728688,22331.681043443186,23336.0,21.25265774912258,,573.2090634503064,66695.978522546,0.8712989582944405,2.684020203773799,,0.0,9,C09,,,,,,,,,,
10_22_0_C9_1,2,2792.642050727818,29947.388256711296,7155.0,4.190864710179478,,497.6719577049481,30503.67803324392,0.26714707090318485,5.611411307171692,,0.0,9,C09,,,,,,,,,,
10_22_0_C9_1,3,2820.790133373194,30095.644478426868,26783.0,22.1435394252497,,494.0081980858469,155160.9207802215,1.0,5.710006725198126,,0.0,9,C09,,,,,,,,,,
10_22_0_C10_1,0,1526.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,10,C10,10_22,0.1968510089529747,0.0,,,,,,,
10_22_0_C10_1,1,1538.421078768587,22331.083964391117,13692.0,17.39263169045944,,583.6274333373317,37388.05476707967,0.7623183564389511,2.635964299984152,,0.0,10,C10,,,,,,,,,,
10_22_0_C10_1,2,2792.57234712141,29947.020189247567,4834.0,4.005388547572655,,478.918469306075,19846.94409615543,0.2691386893825511,5.830997395376472,,0.0,10,C10,,,,,,,,,,
10_22_0_C10_1,3,2820.69791572509,30095.15999473949,17961.0,21.73300621265464,,505.7529047055899,100822.1608907101,1.0,5.577225339648976,,0.0,10,C10,,,,,,,,,,
12_1_0_C11_1,0,1526.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,11,C11,12_1,0.0,0.0,12_1,0.0,0.0,,0.0,0.0,
12_1_0_C11_1,1,1538.260754593395,22329.939258705374,15866.0,14.37962320421331,,565.2110048139274,45009.81646655135,0.8729573590096286,2.7215690096122676,,0.0,11,C11,,,,,,,,,,
12_1_0_C11_1,2,2791.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,11,C11,,,,,,,,,,
12_1_0_C11_1,3,2820.495816898021,30094.09820042331,18175.0,38.00554323453353,,513.267309476415,100188.1597201158,1.0,5.495179148999796,,0.0,11,C11,,,,,,,,,,
